album title,song title,song id,year
"The Bootleg Series Vol. 14: More Blood, More Tracks","Lily, Rosemary and the Jack of Hearts (9/16/74 Take 1)",4124374,2018
N/A,"Lily, Rosemary and the Jack of Hearts (9/16/74, Take 2)",3991898,N/A
"The Bootleg Series Vol. 14: More Blood, More Tracks","Lily, Rosemary and the Jack of Hearts (9/16/74, Take 2)",3991898,2018
Christmas in the Heart,Little Drummer Boy,201699,2009
N/A,Little Drummer Boy,201699,N/A
N/A,Little Maggie,200848,N/A
Good as I Been to You,Little Maggie,200848,1992
N/A,Little Sadie,199421,N/A
The Bootleg Series Vol. 10: Another Self Portrait (1969-1971),Little Sadie,199421,2013
Self Portrait,Little Sadie,199421,1970
N/A,Livin' the Blues,1553288,N/A
Self Portrait,Living the Blues,199435,1970
N/A,Living the Blues,199435,N/A
World Gone Wrong,Lone Pilgrim,1724270,1993
N/A,Lone Pilgrim,1724270,N/A
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,Lonesome Day Blues,201443,2008
N/A,Lonesome Day Blues,201443,N/A
Love and Theft,Lonesome Day Blues,201443,2001
N/A,Lonesome Death Of Hattie Carrol,1612063,N/A
N/A,Lonesome River Edge,947533,N/A
N/A,Lonesome Whistle Blues,1777716,N/A
N/A,"Long Ago, Far Away",201785,N/A
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964","Long Ago, Far Away",201785,2010
N/A,Long Time Gone,201797,N/A
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",Long Time Gone,201797,2010
N/A,Long and Wasted Years,83600,N/A
Tempest,Long and Wasted Years,83600,2012
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,Lord Protect My Child,201065,1991
N/A,Lord Protect My Child,201065,N/A
N/A,Lost Highway,1339794,N/A
World Gone Wrong,Love Henry,200892,1993
N/A,Love Henry,200892,N/A
N/A,Love Minus Zero/No Limit,75439,N/A
"The Bootleg Series Vol. 5: Bob Dylan Live 1975, The Rolling Thunder Revue",Love Minus Zero/No Limit,75439,2002
The Bootleg Series Vol. 12: The Cutting Edge 1965-1966,Love Minus Zero/No Limit,75439,2015
Bringing It All Back Home,Love Minus Zero/No Limit,75439,1965
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),Love Minus Zero/No Limit (Take 2),6222964,2016
N/A,Love Minus Zero/No Limit (Take 2),6222964,N/A
Bob Dylan at Budokan,Love Minus Zero/No Limit [At Budokan],4833079,1979
N/A,Love Minus Zero/No Limit [At Budokan],4833079,N/A
MTV Unplugged,Love Minus Zero/No Limit [MTV Unplugged],5671971,1995
N/A,Love Minus Zero/No Limit [MTV Unplugged],5671971,N/A
Time Out of Mind,Love Sick,201108,1997
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,Love Sick,201108,2008
N/A,Love Sick,201108,N/A
The Bootleg Series Vol. 12: The Cutting Edge 1965-1966,Lunatic Princess,5672309,2015
N/A,Lunatic Princess,5672309,N/A
N/A,Lunatic Princess (Take 1),6223057,N/A
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),Lunatic Princess (Take 1),6223057,2016
The Bootleg Series Vol. 7: No Direction Home: The Soundtrack,Maggie's Farm,75437,2005
Bringing It All Back Home,Maggie's Farm,75437,1965
The Essential Bob Dylan,Maggie's Farm,75437,2000
Bob Dylan's Greatest Hits Vol. II ,Maggie's Farm,75437,1971
N/A,Maggie's Farm,75437,N/A
Bob Dylan at Budokan,Maggie's Farm [At Budokan],4833094,1979
N/A,Maggie's Farm [At Budokan],4833094,N/A
N/A,Maggie's Farm [Hard Rain],4853910,N/A
Hard Rain,Maggie's Farm [Hard Rain],4853910,1976
Real Live,Maggie's Farm [Real Live],4833215,1984
N/A,Maggie's Farm [Real Live],4833215,N/A
Pat Garrett & Billy the Kid,Main Title Theme (Billy),199514,1973
N/A,Main Title Theme (Billy),199514,N/A
N/A,Make You Feel My Love,79749,N/A
Time Out of Mind,Make You Feel My Love,79749,1997
The Essential Bob Dylan,Make You Feel My Love,79749,2000
N/A,Making a Liar Out of Me,3481426,N/A
The Bootleg Series Vol. 13: Trouble No More 1979-1981,Making a Liar Out of Me,3481426,2017
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,"Mama, You Been on My Mind",180895,1991
"The Bootleg Series Vol. 5: Bob Dylan Live 1975, The Rolling Thunder Revue","Mama, You Been on My Mind",180895,2002
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964","Mama, You Been on My Mind",180895,2010
"The Bootleg Series Vol. 6: Bob Dylan Live 1964, Concert at Philharmonic Hall","Mama, You Been on My Mind",180895,2004
N/A,"Mama, You Been on My Mind",180895,N/A
N/A,Man Gave Names to All the Animals,105213,N/A
Slow Train Coming,Man Gave Names to All the Animals,105213,1979
The Bootleg Series Vol. 13: Trouble No More 1979-1981,Man Gave Names to All the Animals,105213,2017
Oh Mercy,Man in the Long Black Coat,200646,1989
N/A,Man in the Long Black Coat,200646,N/A
Bob Dylan,Man of Constant Sorrow,117499,1962
N/A,Man of Constant Sorrow,117499,N/A
The Bootleg Series Vol. 7: No Direction Home: The Soundtrack,Man of Constant Sorrow,117499,2005
N/A,Man of Peace,199955,N/A
Infidels,Man of Peace,199955,1983
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",Man on the Street,201783,2010
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,Man on the Street,201783,1991
N/A,Man on the Street,201783,N/A
N/A,Man on the Street (Fragment),4000428,N/A
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",Man on the Street (Fragment),4000428,2010
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,Marchin' to the City,997759,2008
N/A,Marchin' to the City,997759,N/A
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,Marchin' to the City (Unreleased version #2),5672106,2008
N/A,Marchin' to the City (Unreleased version #2),5672106,N/A
Dylan (1973),Mary Ann,199637,1973
N/A,Mary Ann,199637,N/A
N/A,Mary and the Soldier,1477123,N/A
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,Mary and the Soldier,1477123,2008
Bob Dylan In Concert: Brandeis University 1963 ,Masters Of War [Brandeis 1963],4848818,2011
N/A,Masters Of War [Brandeis 1963],4848818,N/A
Real Live,Masters Of War [Real Live],4833478,1984
N/A,Masters Of War [Real Live],4833478,N/A
N/A,Masters of War,62628,N/A
The Freewheelin' Bob Dylan,Masters of War,62628,1963
Biograph,Masters of War,62628,1985
The Bootleg Series Vol. 7: No Direction Home: The Soundtrack,Masters of War,62628,2005
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",Masters of War,62628,2010
"The Bootleg Series Vol. 15: Travelin' Thru, 1967-1969",Matchbox,5672444,2019
N/A,Matchbox,5672444,N/A
Knocked Out Loaded,Maybe Someday,200042,1986
N/A,Maybe Someday,200042,N/A
Fallen Angels,Maybe You'll Be There,2486630,2016
N/A,Maybe You'll Be There,2486630,N/A
The Bootleg Series Vol. 12: The Cutting Edge 1965-1966,Medicine Sunday,3466089,2015
N/A,Medicine Sunday,3466089,N/A
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),Medicine Sunday,3466089,2016
Blood on the Tracks,Meet Me in the Morning,199620,1975
N/A,Meet Me in the Morning,199620,N/A
"The Bootleg Series Vol. 14: More Blood, More Tracks","Meet Me in the Morning (9/19/74, Take 1, Remake)",3991899,2018
N/A,"Meet Me in the Morning (9/19/74, Take 1, Remake)",3991899,N/A
N/A,Melancholy Mood,2451879,N/A
Fallen Angels,Melancholy Mood,2451879,2016
N/A,Milkcow's Calf Blues,907351,N/A
Biograph,Million Dollar Bash,199654,1985
N/A,Million Miles,201113,N/A
Time Out of Mind,Million Miles,201113,1997
N/A,Minstrel Boy,199463,N/A
Self Portrait,Minstrel Boy,199463,1970
The Bootleg Series Vol. 10: Another Self Portrait (1969-1971),Minstrel Boy,199463,2013
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,Miss the Mississippi,1433052,2008
N/A,Miss the Mississippi,1433052,N/A
The Essential Bob Dylan,Mississippi,105208,2000
Love and Theft,Mississippi,105208,2001
N/A,Mississippi,105208,N/A
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,Mississippi,105208,2008
N/A,Mississippi (Alternate Version #3),1266950,N/A
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,Mississippi (Alternate Version #3),1266950,2008
N/A,Mississippi (version #2),981553,N/A
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,Mississippi (version #2),981553,2008
Biograph,Mixed-Up Confusion,200297,1985
N/A,Mixed-Up Confusion,200297,N/A
Love and Theft,Moonlight,201450,2001
N/A,Moonlight,201450,N/A
N/A,Moonshiner,200855,N/A
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,Moonshiner,200855,1991
N/A,Moonshiner [Gaslight 1962],5924338,N/A
Live at the Gaslight 1962,Moonshiner [Gaslight 1962],5924338,2005
N/A,Most Likely You Go Your Way,1292389,N/A
Blonde on Blonde,Most Likely You Go Your Way (And I'll Go Mine),105770,1966
N/A,Most Likely You Go Your Way (And I'll Go Mine),105770,N/A
Biograph,Most Likely You Go Your Way (And I'll Go Mine),105770,1985
N/A,Most of the Time,200652,N/A
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,Most of the Time,200652,2008
Oh Mercy,Most of the Time,200652,1989
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,Most of the Time (Alternate version),5672103,2008
N/A,Most of the Time (Alternate version),5672103,N/A
N/A,Mother of Muses,5662714,N/A
Rough and Rowdy Ways,Mother of Muses,5662714,2020
N/A,Motherless Children,1535554,N/A
N/A,Motorpsycho Nightmare,117539,N/A
Another Side of Bob Dylan,Motorpsycho Nightmare,117539,1964
Another Side of Bob Dylan,Motorpsycho Nitemare,1013805,1964
N/A,Motorpsycho Nitemare,1013805,N/A
Desire,Mozambique,199679,1976
N/A,Mozambique,199679,N/A
Dylan (1973),Mr. Bojangles,199645,1973
N/A,Mr. Bojangles,199645,N/A
N/A,Mr. Tambourine Man,75446,N/A
"The Bootleg Series Vol. 5: Bob Dylan Live 1975, The Rolling Thunder Revue",Mr. Tambourine Man,75446,2002
Bringing It All Back Home,Mr. Tambourine Man,5296598,1965
The Bootleg Series Vol. 12: The Cutting Edge 1965-1966,Mr. Tambourine Man,75446,2015
The Bootleg Series Vol. 7: No Direction Home: The Soundtrack,Mr. Tambourine Man,75446,2005
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",Mr. Tambourine Man,75446,2010
Biograph,Mr. Tambourine Man,75446,1985
Bringing It All Back Home,Mr. Tambourine Man,75446,1965
"The Bootleg Series Vol. 6: Bob Dylan Live 1964, Concert at Philharmonic Hall",Mr. Tambourine Man,75446,2004
Bob Dylan's Greatest Hits,Mr. Tambourine Man,75446,1967
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),Mr. Tambourine Man (Take 3),6223010,2016
N/A,Mr. Tambourine Man [At Budokan],4833073,N/A
Bob Dylan at Budokan,Mr. Tambourine Man [At Budokan],4833073,1979
"The Bootleg Series Vol. 4: Bob Dylan Live 1966, The ""Royal Albert Hall"" Concert",Mr. Tambourine Man [Live 1966],4838748,1998
N/A,Mr. Tambourine Man [Live 1966],4838748,N/A
N/A,Muleskinner Blues,1296763,N/A
N/A,Murder Most Foul,5393247,N/A
Rough and Rowdy Ways,Murder Most Foul,5393247,2020
N/A,MusiCares Person of the Year Speech,701981,N/A
Christmas in the Heart,Must Be Santa,201718,2009
N/A,Must Be Santa,201718,N/A
Another Side of Bob Dylan,My Back Pages,117540,1964
Bob Dylan's Greatest Hits Vol. II ,My Back Pages,117540,1971
N/A,My Back Pages,117540,N/A
N/A,My Back Pages (Dylan 30th Anniversary),4821848,N/A
N/A,My Blue Eyed Jane,1197273,N/A
N/A,My Eyes,2441727,N/A
N/A,My One and Only Love,3004722,N/A
Triplicate,My One and Only Love,3004722,2017
Rough and Rowdy Ways,My Own Version of You,5662710,2020
N/A,My Own Version of You,5662710,N/A
N/A,My Wife's Home Town,201703,N/A
Together Through Life,My Wife's Home Town,201703,2009
"The Bootleg Series Vol. 15: Travelin' Thru, 1967-1969",Mystery Train/This Train Is Bound for Glory,5672446,2019
N/A,Naomi Wise,1257597,N/A
N/A,Narrow Way,83599,N/A
Tempest,Narrow Way,83599,2012
Nashville Skyline,Nashville Skyline Rag,199312,1969
N/A,Nashville Skyline Rag,199312,N/A
N/A,Need a Woman,201051,N/A
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,Need a Woman,201051,1991
N/A,Neighborhood Bully,199951,N/A
Infidels,Neighborhood Bully,199951,1983
Modern Times,Nettie Moore,201660,2006
N/A,Nettie Moore,201660,N/A
Empire Burlesque,Never Gonna Be the Same Again,199975,1985
N/A,Never Gonna Be the Same Again,199975,N/A
Planet Waves,Never Say Goodbye,199575,1974
N/A,Never Say Goodbye,199575,N/A
N/A,Nevertheless,2486637,N/A
Fallen Angels,Nevertheless,2486637,2016
New Morning,New Morning,199475,1970
N/A,New Morning,199475,N/A
The Bootleg Series Vol. 10: Another Self Portrait (1969-1971),New Morning,199475,2013
N/A,New Pony,199724,N/A
Street-Legal,New Pony,199724,1978
N/A,Night After Night,1511545,N/A
N/A,Ninety Miles an Hour (Down a Dead End Street),200619,N/A
Down in the Groove,Ninety Miles an Hour (Down a Dead End Street),200619,1988
N/A,No More Auction Block,200719,N/A
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,No More Auction Block,200719,1991
Street-Legal,No Time to Think,199729,1978
N/A,No Time to Think,199729,N/A
N/A,Nobel Prize Lecture in Literature (2017),3120510,N/A
N/A,Nobody 'Cept You,200964,N/A
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,Nobody 'Cept You,200964,1991
The Times They Are A-Changin',North Country Blues,199926,1964
N/A,North Country Blues,199926,N/A
Time Out of Mind,Not Dark Yet,201119,1997
The Essential Bob Dylan,Not Dark Yet,201119,2000
N/A,Not Dark Yet,201119,N/A
Christmas in the Heart,O' Come All Ye Faithful (Adeste Fideles),201706,2009
N/A,O' Come All Ye Faithful (Adeste Fideles),201706,N/A
N/A,O' Little Town of Bethlehem,201723,N/A
Christmas in the Heart,O' Little Town of Bethlehem,201723,2009
Blonde on Blonde,Obviously 5 Believers,105775,1966
N/A,Obviously 5 Believers,105775,N/A
"The Bootleg Series Vol. 5: Bob Dylan Live 1975, The Rolling Thunder Revue","Oh, Sister",199671,2002
N/A,"Oh, Sister",199671,N/A
Desire,"Oh, Sister",199671,1976
N/A,"Oh, Sister [At Budokan]",4833137,N/A
Bob Dylan at Budokan,"Oh, Sister [At Budokan]",4833137,1979
Hard Rain,"Oh, Sister [Hard Rain]",4853920,1976
N/A,"Oh, Sister [Hard Rain]",4853920,N/A
N/A,Ol' Roison the Beau,914819,N/A
N/A,On a Little Street in Singapore,2486641,N/A
Fallen Angels,On a Little Street in Singapore,2486641,2016
N/A,On a Night Like This,199555,N/A
Biograph,On a Night Like This,199555,1985
Planet Waves,On a Night Like This,199555,1974
N/A,On a Rainy Afternoon,1756334,N/A
N/A,On the Road Again,75442,N/A
Bringing It All Back Home,On the Road Again,75442,1965
The Bootleg Series Vol. 12: The Cutting Edge 1965-1966,On the Road Again,75442,2015
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),On the Road Again (Take 4),6223001,2016
N/A,Once Upon a Time,2975351,N/A
Triplicate,Once Upon a Time,2975351,2017
N/A,One Man's Loss,1103201,N/A
N/A,One More Cup of Coffee,1777350,N/A
"The Bootleg Series Vol. 5: Bob Dylan Live 1975, The Rolling Thunder Revue",One More Cup of Coffee (Valley Below),199678,2002
Desire,One More Cup of Coffee (Valley Below),199678,1976
N/A,One More Cup of Coffee (Valley Below),199678,N/A
Bob Dylan at Budokan,One More Cup of Coffee (Valley Below) [At Budokan],4833100,1979
N/A,One More Cup of Coffee (Valley Below) [At Budokan],4833100,N/A
"The Bootleg Series Vol. 15: Travelin' Thru, 1967-1969",One More Night,199321,2019
Nashville Skyline,One More Night,199321,1969
N/A,One More Night,199321,N/A
New Morning,One More Weekend,199482,1970
N/A,One More Weekend,199482,N/A
The Times They Are A-Changin',One Too Many Mornings,117519,1964
N/A,One Too Many Mornings,117519,N/A
"The Bootleg Series Vol. 15: Travelin' Thru, 1967-1969",One Too Many Mornings,117519,2019
N/A,One Too Many Mornings [Hard Rain],4853912,N/A
Hard Rain,One Too Many Mornings [Hard Rain],4853912,1976
N/A,One Too Many Mornings [Live 1966],4838788,N/A
"The Bootleg Series Vol. 4: Bob Dylan Live 1966, The ""Royal Albert Hall"" Concert",One Too Many Mornings [Live 1966],4838788,1998
N/A,One for the Road,1405985,N/A
N/A,One of Us Must Know (Sooner or Later),105716,N/A
Blonde on Blonde,One of Us Must Know (Sooner or Later),105716,1966
The Bootleg Series Vol. 12: The Cutting Edge 1965-1966,One of Us Must Know (Sooner or Later),105716,2015
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),One of Us Must Know (Sooner or Later) (Take 19),6223059,2016
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",Only a Hobo,200850,2010
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,Only a Hobo,200850,1991
N/A,Only a Hobo,200850,N/A
The Bootleg Series Vol. 10: Another Self Portrait (1969-1971),Only a Hobo,200850,2013
The Times They Are A-Changin',Only a Pawn in Their Game,117521,1964
N/A,Only a Pawn in Their Game,117521,N/A
Bringing It All Back Home,Outlaw Blues,75441,1965
N/A,Outlaw Blues,75441,N/A
The Bootleg Series Vol. 12: The Cutting Edge 1965-1966,Outlaw Blues,75441,2015
N/A,Outlaw Blues (Take 2),6222986,N/A
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),Outlaw Blues (Take 2),6222986,2016
The Freewheelin' Bob Dylan,Oxford Town,105195,1963
N/A,Oxford Town,105195,N/A
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",Oxford Town,105195,2010
Triplicate,P.S. I Love You,3030339,2017
N/A,P.S. I Love You,3030339,N/A
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",Paths of Victory,200785,2010
N/A,Paths of Victory,200785,N/A
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,Paths of Victory,200785,1991
Tempest,Pay in Blood,83601,2012
N/A,Pay in Blood,83601,N/A
Nashville Skyline,Peggy Day,199317,1969
N/A,Peggy Day,199317,N/A
"The Bootleg Series Vol. 15: Travelin' Thru, 1967-1969",Peggy Day,199317,2019
N/A,People Get Ready,1614692,N/A
N/A,Percy's Song,200296,N/A
Biograph,Percy's Song,200296,1985
N/A,Pledging My Time,105627,N/A
Blonde on Blonde,Pledging My Time,105627,1966
The Bootleg Series Vol. 12: The Cutting Edge 1965-1966,Pledging My Time,105627,2015
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),Pledging My Time (Take 1),6223104,2016
Love and Theft,Po' Boy,201455,2001
N/A,Po' Boy,201455,N/A
Oh Mercy,Political World,200636,1989
N/A,Political World,200636,N/A
Fallen Angels,Polka Dots and Moonbeams,2486633,2016
N/A,Polka Dots and Moonbeams,2486633,N/A
N/A,Poor Boy Blues,201750,N/A
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",Poor Boy Blues,201750,2010
N/A,Poor Lazarus,1772357,N/A
Biograph,Positively 4th Street,199301,1985
The Essential Bob Dylan,Positively 4th Street,199301,2000
Bob Dylan's Greatest Hits,Positively 4th Street,199301,1967
N/A,Positively 4th Street,199301,N/A
The Bootleg Series Vol. 12: The Cutting Edge 1965-1966,Positively 4th Street,199301,2015
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),Positively 4th Street (Take 5),6223029,2016
N/A,Positively Van Gogh,2827763,N/A
Slow Train Coming,Precious Angel,105219,1979
N/A,Precious Angel,105219,N/A
The Bootleg Series Vol. 13: Trouble No More 1979-1981,Precious Angel,105219,2017
Knocked Out Loaded,Precious Memories,200040,1986
N/A,Precious Memories,200040,N/A
N/A,Pressing On,199919,N/A
Saved,Pressing On,199919,1980
The Bootleg Series Vol. 13: Trouble No More 1979-1981,Pressing On,199919,2017
N/A,Pretty Boy Floyd,1661154,N/A
N/A,Pretty Peggy-O,117500,N/A
Bob Dylan,Pretty Peggy-O,117500,1962
N/A,Pretty Polly,1427378,N/A
The Bootleg Series Vol. 10: Another Self Portrait (1969-1971),Pretty Saro,1963415,2013
N/A,Pretty Saro,1963415,N/A
Shot of Love,Property of Jesus,199937,1981
N/A,Property of Jesus,199937,N/A
The Bootleg Series Vol. 12: The Cutting Edge 1965-1966,Queen Jane Approximately,93216,2015
N/A,Queen Jane Approximately,93216,N/A
Highway 61 Revisited,Queen Jane Approximately,93216,1965
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),Queen Jane Approximately (Take 5),6223040,2016
Bob Dylan's Greatest Hits Vol. II ,Quinn the Eskimo (The Mighty Quinn),199458,1971
N/A,Quinn the Eskimo (The Mighty Quinn),199458,N/A
Biograph,Quinn the Eskimo (The Mighty Quinn),199458,1985
The Essential Bob Dylan,Quinn the Eskimo (The Mighty Quinn),199458,2000
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",Quit Your Low Down Ways,200743,2010
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,Quit Your Low Down Ways,200743,1991
N/A,Quit Your Low Down Ways,200743,N/A
World Gone Wrong,Ragged and Dirty,1287158,1993
N/A,Ragged and Dirty,1287158,N/A
N/A,Railroad Bill,991461,N/A
The Bootleg Series Vol. 10: Another Self Portrait (1969-1971),Railroad Bill,991461,2013
MTV Unplugged,Rainy Day Women # 12 and 35 [MTV Unplugged],4847096,1995
N/A,Rainy Day Women # 12 and 35 [MTV Unplugged],4847096,N/A
Blonde on Blonde,Rainy Day Women #12 & 35,89280,1966
N/A,Rainy Day Women #12 & 35,89280,N/A
Bob Dylan's Greatest Hits,Rainy Day Women #12 & 35,89280,1967
The Essential Bob Dylan,Rainy Day Women #12 & 35,89280,2000
N/A,"Rambler, Gambler",201629,N/A
The Bootleg Series Vol. 7: No Direction Home: The Soundtrack,"Rambler, Gambler",201629,2005
N/A,Ramblin' on My Mind,1119155,N/A
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,Rambling Gambling Willie,117514,1991
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",Rambling Gambling Willie,117514,2010
N/A,Rambling Gambling Willie,117514,N/A
Down in the Groove,Rank Strangers to Me,200622,1988
N/A,Rank Strangers to Me,200622,N/A
N/A,Red Cadillac and a Black Moustache,886172,N/A
N/A,Red River Shore,210059,N/A
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,Red River Shore,210059,2008
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,Red River Shore (Unreleased version #2),5672104,2008
N/A,Red River Shore (Unreleased version #2),5672104,N/A
The Times They Are A-Changin',Restless Farewell,117529,1964
